Temperature,Salinity,Conductivity,Static Permittivity,Relaxation Frequency
11.57,0.01,0.00170769,83.5538,1.32533e+10
11.58,0.01,0.00170781,83.5499,1.32576e+10
11.59,0.01,0.00170792,83.546,1.32618e+10
11.6,0.01,0.00170804,83.5421,1.32661e+10
11.61,0.01,0.00170815,83.5382,1.32703e+10
11.62,0.01,0.00170827,83.5343,1.32745e+10
11.63,0.01,0.00170838,83.5304,1.32788e+10
11.64,0.01,0.0017085,83.5265,1.3283e+10
11.65,0.01,0.00170861,83.5226,1.32873e+10
11.66,0.01,0.00170873,83.5187,1.32915e+10
11.67,0.01,0.00170884,83.5148,1.32958e+10
11.68,0.01,0.00170895,83.5108,1.33e+10
11.69,0.01,0.00170907,83.5069,1.33042e+10
11.7,0.01,0.00170918,83.503,1.33085e+10
11.71,0.01,0.0017093,83.4991,1.33127e+10
11.72,0.01,0.00170941,83.4952,1.3317e+10
11.73,0.01,0.00170953,83.4913,1.33212e+10
11.74,0.01,0.00170964,83.4874,1.33255e+10
11.75,0.01,0.00170975,83.4835,1.33298e+10
11.76,0.01,0.00170987,83.4795,1.3334e+10
11.77,0.01,0.00170998,83.4756,1.33383e+10
11.78,0.01,0.00171009,83.4717,1.33425e+10
11.79,0.01,0.00171021,83.4678,1.33468e+10
11.8,0.01,0.00171032,83.4639,1.3351e+10
11.81,0.01,0.00171043,83.4599,1.33553e+10
11.82,0.01,0.00171055,83.456,1.33596e+10
11.83,0.01,0.00171066,83.4521,1.33638e+10
11.84,0.01,0.00171077,83.4482,1.33681e+10
11.85,0.01,0.00171089,83.4443,1.33723e+10
11.86,0.01,0.001711,83.4403,1.33766e+10
11.87,0.01,0.00171111,83.4364,1.33809e+10
11.88,0.01,0.00171123,83.4325,1.33851e+10
11.89,0.01,0.00171134,83.4286,1.33894e+10
11.9,0.01,0.00171145,83.4246,1.33937e+10
11.91,0.01,0.00171156,83.4207,1.33979e+10
11.92,0.01,0.00171168,83.4168,1.34022e+10
11.93,0.01,0.00171179,83.4128,1.34065e+10
11.94,0.01,0.0017119,83.4089,1.34107e+10
11.95,0.01,0.00171201,83.405,1.3415e+10
11.96,0.01,0.00171213,83.4011,1.34193e+10
11.97,0.01,0.00171224,83.3971,1.34236e+10
11.98,0.01,0.00171235,83.3932,1.34278e+10
11.99,0.01,0.00171246,83.3893,1.34321e+10
12,0.01,0.00171257,83.3853,1.34364e+10
12.01,0.01,0.00171269,83.3814,1.34407e+10
12.02,0.01,0.0017128,83.3774,1.34449e+10
12.03,0.01,0.00171291,83.3735,1.34492e+10
12.04,0.01,0.00171302,83.3696,1.34535e+10
12.05,0.01,0.00171313,83.3656,1.34578e+10
12.06,0.01,0.00171324,83.3617,1.34621e+10
12.07,0.01,0.00171336,83.3578,1.34663e+10
12.08,0.01,0.00171347,83.3538,1.34706e+10
12.09,0.01,0.00171358,83.3499,1.34749e+10
12.1,0.01,0.00171369,83.3459,1.34792e+10
12.11,0.01,0.0017138,83.342,1.34835e+10
12.12,0.01,0.00171391,83.338,1.34878e+10
12.13,0.01,0.00171402,83.3341,1.3492e+10
12.14,0.01,0.00171413,83.3302,1.34963e+10
12.15,0.01,0.00171424,83.3262,1.35006e+10
12.16,0.01,0.00171435,83.3223,1.35049e+10
12.17,0.01,0.00171447,83.3183,1.35092e+10
12.18,0.01,0.00171458,83.3144,1.35135e+10
12.19,0.01,0.00171469,83.3104,1.35178e+10
12.2,0.01,0.0017148,83.3065,1.35221e+10
12.21,0.01,0.00171491,83.3025,1.35264e+10
12.22,0.01,0.00171502,83.2986,1.35307e+10
12.23,0.01,0.00171513,83.2946,1.3535e+10
12.24,0.01,0.00171524,83.2907,1.35393e+10
12.25,0.01,0.00171535,83.2867,1.35436e+10
12.26,0.01,0.00171546,83.2828,1.35479e+10
12.27,0.01,0.00171557,83.2788,1.35522e+10
12.28,0.01,0.00171568,83.2748,1.35565e+10
12.29,0.01,0.00171579,83.2709,1.35608e+10
12.3,0.01,0.0017159,83.2669,1.35651e+10
12.31,0.01,0.00171601,83.263,1.35694e+10
12.32,0.01,0.00171612,83.259,1.35737e+10
12.33,0.01,0.00171622,83.2551,1.3578e+10
12.34,0.01,0.00171633,83.2511,1.35823e+10
12.35,0.01,0.00171644,83.2471,1.35866e+10
12.36,0.01,0.00171655,83.2432,1.35909e+10
12.37,0.01,0.00171666,83.2392,1.35952e+10
12.38,0.01,0.00171677,83.2353,1.35995e+10
12.39,0.01,0.00171688,83.2313,1.36038e+10
12.4,0.01,0.00171699,83.2273,1.36081e+10
12.41,0.01,0.0017171,83.2234,1.36124e+10
12.42,0.01,0.00171721,83.2194,1.36168e+10
12.43,0.01,0.00171731,83.2154,1.36211e+10
12.44,0.01,0.00171742,83.2115,1.36254e+10
12.45,0.01,0.00171753,83.2075,1.36297e+10
12.46,0.01,0.00171764,83.2035,1.3634e+10
12.47,0.01,0.00171775,83.1996,1.36383e+10
12.48,0.01,0.00171786,83.1956,1.36427e+10
12.49,0.01,0.00171796,83.1916,1.3647e+10
12.5,0.01,0.00171807,83.1876,1.36513e+10
12.51,0.01,0.00171818,83.1837,1.36556e+10
12.52,0.01,0.00171829,83.1797,1.36599e+10
12.53,0.01,0.0017184,83.1757,1.36643e+10
12.54,0.01,0.0017185,83.1718,1.36686e+10
12.55,0.01,0.00171861,83.1678,1.36729e+10
12.56,0.01,0.00171872,83.1638,1.36772e+10
12.57,0.01,0.00171883,83.1598,1.36816e+10
12.58,0.01,0.00171893,83.1559,1.36859e+10
12.59,0.01,0.00171904,83.1519,1.36902e+10
12.6,0.01,0.00171915,83.1479,1.36945e+10
12.61,0.01,0.00171926,83.1439,1.36989e+10
12.62,0.01,0.00171936,83.1399,1.37032e+10
12.63,0.01,0.00171947,83.136,1.37075e+10
12.64,0.01,0.00171958,83.132,1.37119e+10
12.65,0.01,0.00171968,83.128,1.37162e+10
12.66,0.01,0.00171979,83.124,1.37205e+10
12.67,0.01,0.0017199,83.12,1.37249e+10
12.68,0.01,0.00172,83.1161,1.37292e+10
12.69,0.01,0.00172011,83.1121,1.37335e+10
12.7,0.01,0.00172022,83.1081,1.37379e+10
12.71,0.01,0.00172032,83.1041,1.37422e+10
12.72,0.01,0.00172043,83.1001,1.37466e+10
12.73,0.01,0.00172054,83.0961,1.37509e+10
12.74,0.01,0.00172064,83.0922,1.37552e+10
12.75,0.01,0.00172075,83.0882,1.37596e+10
12.76,0.01,0.00172085,83.0842,1.37639e+10
12.77,0.01,0.00172096,83.0802,1.37683e+10
12.78,0.01,0.00172107,83.0762,1.37726e+10
12.79,0.01,0.00172117,83.0722,1.3777e+10
12.8,0.01,0.00172128,83.0682,1.37813e+10
12.81,0.01,0.00172138,83.0642,1.37856e+10
12.82,0.01,0.00172149,83.0602,1.379e+10
12.83,0.01,0.00172159,83.0562,1.37943e+10
12.84,0.01,0.0017217,83.0522,1.37987e+10
12.85,0.01,0.0017218,83.0483,1.3803e+10
12.86,0.01,0.00172191,83.0443,1.38074e+10
12.87,0.01,0.00172201,83.0403,1.38117e+10
12.88,0.01,0.00172212,83.0363,1.38161e+10
12.89,0.01,0.00172222,83.0323,1.38205e+10
12.9,0.01,0.00172233,83.0283,1.38248e+10
12.91,0.01,0.00172243,83.0243,1.38292e+10
12.92,0.01,0.00172254,83.0203,1.38335e+10
12.93,0.01,0.00172264,83.0163,1.38379e+10
12.94,0.01,0.00172275,83.0123,1.38422e+10
12.95,0.01,0.00172285,83.0083,1.38466e+10
12.96,0.01,0.00172296,83.0043,1.3851e+10
12.97,0.01,0.00172306,83.0003,1.38553e+10
12.98,0.01,0.00172317,82.9963,1.38597e+10
12.99,0.01,0.00172327,82.9923,1.3864e+10
13,0.01,0.00172337,82.9883,1.38684e+10
13.01,0.01,0.00172348,82.9843,1.38728e+10
13.02,0.01,0.00172358,82.9803,1.38771e+10
13.03,0.01,0.00172369,82.9763,1.38815e+10
13.04,0.01,0.00172379,82.9723,1.38859e+10
13.05,0.01,0.00172389,82.9682,1.38902e+10
13.06,0.01,0.001724,82.9642,1.38946e+10
13.07,0.01,0.0017241,82.9602,1.3899e+10
13.08,0.01,0.0017242,82.9562,1.39033e+10
13.09,0.01,0.00172431,82.9522,1.39077e+10
13.1,0.01,0.00172441,82.9482,1.39121e+10
13.11,0.01,0.00172451,82.9442,1.39165e+10
13.12,0.01,0.00172462,82.9402,1.39208e+10
13.13,0.01,0.00172472,82.9362,1.39252e+10
13.14,0.01,0.00172482,82.9322,1.39296e+10
13.15,0.01,0.00172493,82.9282,1.3934e+10
13.16,0.01,0.00172503,82.9241,1.39383e+10
13.17,0.01,0.00172513,82.9201,1.39427e+10
13.18,0.01,0.00172524,82.9161,1.39471e+10
13.19,0.01,0.00172534,82.9121,1.39515e+10
13.2,0.01,0.00172544,82.9081,1.39558e+10
13.21,0.01,0.00172554,82.9041,1.39602e+10
13.22,0.01,0.00172565,82.9001,1.39646e+10
13.23,0.01,0.00172575,82.896,1.3969e+10
13.24,0.01,0.00172585,82.892,1.39734e+10
13.25,0.01,0.00172595,82.888,1.39778e+10
13.26,0.01,0.00172605,82.884,1.39821e+10
13.27,0.01,0.00172616,82.88,1.39865e+10
13.28,0.01,0.00172626,82.8759,1.39909e+10
13.29,0.01,0.00172636,82.8719,1.39953e+10
13.3,0.01,0.00172646,82.8679,1.39997e+10
13.31,0.01,0.00172656,82.8639,1.40041e+10
13.32,0.01,0.00172667,82.8599,1.40085e+10
13.33,0.01,0.00172677,82.8558,1.40129e+10
13.34,0.01,0.00172687,82.8518,1.40173e+10
13.35,0.01,0.00172697,82.8478,1.40217e+10
13.36,0.01,0.00172707,82.8438,1.4026e+10
13.37,0.01,0.00172717,82.8397,1.40304e+10
13.38,0.01,0.00172727,82.8357,1.40348e+10
13.39,0.01,0.00172737,82.8317,1.40392e+10
13.4,0.01,0.00172748,82.8277,1.40436e+10
13.41,0.01,0.00172758,82.8236,1.4048e+10
13.42,0.01,0.00172768,82.8196,1.40524e+10
13.43,0.01,0.00172778,82.8156,1.40568e+10
13.44,0.01,0.00172788,82.8116,1.40612e+10
13.45,0.01,0.00172798,82.8075,1.40656e+10
13.46,0.01,0.00172808,82.8035,1.407e+10
13.47,0.01,0.00172818,82.7995,1.40744e+10
13.48,0.01,0.00172828,82.7954,1.40788e+10
13.49,0.01,0.00172838,82.7914,1.40832e+10
13.5,0.01,0.00172848,82.7874,1.40876e+10
13.51,0.01,0.00172858,82.7833,1.40921e+10
13.52,0.01,0.00172868,82.7793,1.40965e+10
13.53,0.01,0.00172878,82.7753,1.41009e+10
13.54,0.01,0.00172888,82.7712,1.41053e+10
13.55,0.01,0.00172898,82.7672,1.41097e+10
13.56,0.01,0.00172908,82.7632,1.41141e+10
13.57,0.01,0.00172918,82.7591,1.41185e+10
13.58,0.01,0.00172928,82.7551,1.41229e+10
13.59,0.01,0.00172938,82.7511,1.41273e+10
13.6,0.01,0.00172948,82.747,1.41317e+10
13.61,0.01,0.00172958,82.743,1.41362e+10
13.62,0.01,0.00172968,82.739,1.41406e+10
13.63,0.01,0.00172978,82.7349,1.4145e+10
13.64,0.01,0.00172988,82.7309,1.41494e+10
13.65,0.01,0.00172997,82.7268,1.41538e+10
13.66,0.01,0.00173007,82.7228,1.41583e+10
13.67,0.01,0.00173017,82.7188,1.41627e+10
13.68,0.01,0.00173027,82.7147,1.41671e+10
13.69,0.01,0.00173037,82.7107,1.41715e+10
13.7,0.01,0.00173047,82.7066,1.41759e+10
13.71,0.01,0.00173057,82.7026,1.41804e+10
13.72,0.01,0.00173066,82.6985,1.41848e+10
13.73,0.01,0.00173076,82.6945,1.41892e+10
13.74,0.01,0.00173086,82.6905,1.41936e+10
13.75,0.01,0.00173096,82.6864,1.41981e+10
13.76,0.01,0.00173106,82.6824,1.42025e+10
13.77,0.01,0.00173116,82.6783,1.42069e+10
13.78,0.01,0.00173125,82.6743,1.42113e+10
13.79,0.01,0.00173135,82.6702,1.42158e+10
13.8,0.01,0.00173145,82.6662,1.42202e+10
13.81,0.01,0.00173155,82.6621,1.42246e+10
13.82,0.01,0.00173164,82.6581,1.42291e+10
13.83,0.01,0.00173174,82.654,1.42335e+10
13.84,0.01,0.00173184,82.65,1.42379e+10
13.85,0.01,0.00173194,82.6459,1.42424e+10
13.86,0.01,0.00173203,82.6419,1.42468e+10
13.87,0.01,0.00173213,82.6378,1.42512e+10
13.88,0.01,0.00173223,82.6338,1.42557e+10
13.89,0.01,0.00173233,82.6297,1.42601e+10
13.9,0.01,0.00173242,82.6257,1.42646e+10
13.91,0.01,0.00173252,82.6216,1.4269e+10
13.92,0.01,0.00173262,82.6176,1.42734e+10
13.93,0.01,0.00173271,82.6135,1.42779e+10
13.94,0.01,0.00173281,82.6095,1.42823e+10
13.95,0.01,0.00173291,82.6054,1.42868e+10
13.96,0.01,0.001733,82.6014,1.42912e+10
13.97,0.01,0.0017331,82.5973,1.42956e+10
13.98,0.01,0.0017332,82.5933,1.43001e+10
13.99,0.01,0.00173329,82.5892,1.43045e+10
14,0.01,0.00173339,82.5851,1.4309e+10
14.01,0.01,0.00173348,82.5811,1.43134e+10
14.02,0.01,0.00173358,82.577,1.43179e+10
14.03,0.01,0.00173368,82.573,1.43223e+10
14.04,0.01,0.00173377,82.5689,1.43268e+10
14.05,0.01,0.00173387,82.5648,1.43312e+10
14.06,0.01,0.00173396,82.5608,1.43357e+10
14.07,0.01,0.00173406,82.5567,1.43401e+10
14.08,0.01,0.00173416,82.5527,1.43446e+10
14.09,0.01,0.00173425,82.5486,1.4349e+10
14.1,0.01,0.00173435,82.5445,1.43535e+10
14.11,0.01,0.00173444,82.5405,1.4358e+10
14.12,0.01,0.00173454,82.5364,1.43624e+10
14.13,0.01,0.00173463,82.5324,1.43669e+10
14.14,0.01,0.00173473,82.5283,1.43713e+10
14.15,0.01,0.00173482,82.5242,1.43758e+10
14.16,0.01,0.00173492,82.5202,1.43802e+10
14.17,0.01,0.00173501,82.5161,1.43847e+10
14.18,0.01,0.00173511,82.512,1.43892e+10
14.19,0.01,0.0017352,82.508,1.43936e+10
14.2,0.01,0.0017353,82.5039,1.43981e+10
14.21,0.01,0.00173539,82.4998,1.44026e+10
14.22,0.01,0.00173548,82.4958,1.4407e+10
14.23,0.01,0.00173558,82.4917,1.44115e+10
14.24,0.01,0.00173567,82.4876,1.44159e+10
14.25,0.01,0.00173577,82.4836,1.44204e+10
14.26,0.01,0.00173586,82.4795,1.44249e+10
14.27,0.01,0.00173596,82.4754,1.44294e+10
14.28,0.01,0.00173605,82.4714,1.44338e+10
14.29,0.01,0.00173614,82.4673,1.44383e+10
14.3,0.01,0.00173624,82.4632,1.44428e+10
14.31,0.01,0.00173633,82.4592,1.44472e+10
14.32,0.01,0.00173642,82.4551,1.44517e+10
14.33,0.01,0.00173652,82.451,1.44562e+10
14.34,0.01,0.00173661,82.447,1.44607e+10
14.35,0.01,0.0017367,82.4429,1.44651e+10
14.36,0.01,0.0017368,82.4388,1.44696e+10
14.37,0.01,0.00173689,82.4347,1.44741e+10
14.38,0.01,0.00173698,82.4307,1.44786e+10
14.39,0.01,0.00173708,82.4266,1.4483e+10
14.4,0.01,0.00173717,82.4225,1.44875e+10
14.41,0.01,0.00173726,82.4184,1.4492e+10
14.42,0.01,0.00173736,82.4144,1.44965e+10
14.43,0.01,0.00173745,82.4103,1.4501e+10
14.44,0.01,0.00173754,82.4062,1.45054e+10
14.45,0.01,0.00173763,82.4021,1.45099e+10
14.46,0.01,0.00173773,82.3981,1.45144e+10
14.47,0.01,0.00173782,82.394,1.45189e+10
14.48,0.01,0.00173791,82.3899,1.45234e+10
14.49,0.01,0.001738,82.3858,1.45279e+10
14.5,0.01,0.0017381,82.3818,1.45324e+10
14.51,0.01,0.00173819,82.3777,1.45368e+10
14.52,0.01,0.00173828,82.3736,1.45413e+10
14.53,0.01,0.00173837,82.3695,1.45458e+10
14.54,0.01,0.00173846,82.3654,1.45503e+10
14.55,0.01,0.00173856,82.3614,1.45548e+10
14.56,0.01,0.00173865,82.3573,1.45593e+10
14.57,0.01,0.00173874,82.3532,1.45638e+10
14.58,0.01,0.00173883,82.3491,1.45683e+10
14.59,0.01,0.00173892,82.345,1.45728e+10
14.6,0.01,0.00173901,82.341,1.45773e+10
14.61,0.01,0.0017391,82.3369,1.45818e+10
14.62,0.01,0.0017392,82.3328,1.45863e+10
14.63,0.01,0.00173929,82.3287,1.45908e+10
14.64,0.01,0.00173938,82.3246,1.45953e+10
14.65,0.01,0.00173947,82.3205,1.45998e+10
14.66,0.01,0.00173956,82.3165,1.46043e+10
14.67,0.01,0.00173965,82.3124,1.46088e+10
14.68,0.01,0.00173974,82.3083,1.46133e+10
14.69,0.01,0.00173983,82.3042,1.46178e+10
14.7,0.01,0.00173992,82.3001,1.46223e+10
14.71,0.01,0.00174001,82.296,1.46268e+10
14.72,0.01,0.0017401,82.2919,1.46313e+10
14.73,0.01,0.00174019,82.2879,1.46358e+10
14.74,0.01,0.00174028,82.2838,1.46403e+10
14.75,0.01,0.00174037,82.2797,1.46448e+10
14.76,0.01,0.00174046,82.2756,1.46493e+10
14.77,0.01,0.00174055,82.2715,1.46538e+10
14.78,0.01,0.00174064,82.2674,1.46583e+10
14.79,0.01,0.00174073,82.2633,1.46628e+10
14.8,0.01,0.00174082,82.2592,1.46673e+10
14.81,0.01,0.00174091,82.2552,1.46718e+10
14.82,0.01,0.001741,82.2511,1.46764e+10
14.83,0.01,0.00174109,82.247,1.46809e+10
14.84,0.01,0.00174118,82.2429,1.46854e+10
14.85,0.01,0.00174127,82.2388,1.46899e+10
14.86,0.01,0.00174136,82.2347,1.46944e+10
14.87,0.01,0.00174145,82.2306,1.46989e+10
14.88,0.01,0.00174154,82.2265,1.47034e+10
14.89,0.01,0.00174163,82.2224,1.4708e+10
14.9,0.01,0.00174172,82.2183,1.47125e+10
14.91,0.01,0.00174181,82.2143,1.4717e+10
14.92,0.01,0.00174189,82.2102,1.47215e+10
14.93,0.01,0.00174198,82.2061,1.4726e+10
14.94,0.01,0.00174207,82.202,1.47306e+10
14.95,0.01,0.00174216,82.1979,1.47351e+10
14.96,0.01,0.00174225,82.1938,1.47396e+10
14.97,0.01,0.00174234,82.1897,1.47441e+10
14.98,0.01,0.00174243,82.1856,1.47486e+10
14.99,0.01,0.00174251,82.1815,1.47532e+10
15,0.01,0.0017426,82.1774,1.47577e+10
15.01,0.01,0.00174269,82.1733,1.47622e+10
15.02,0.01,0.00174278,82.1692,1.47668e+10
15.03,0.01,0.00174287,82.1651,1.47713e+10
15.04,0.01,0.00174295,82.161,1.47758e+10
15.05,0.01,0.00174304,82.1569,1.47803e+10
15.06,0.01,0.00174313,82.1528,1.47849e+10
15.07,0.01,0.00174322,82.1487,1.47894e+10
15.08,0.01,0.0017433,82.1446,1.47939e+10
15.09,0.01,0.00174339,82.1405,1.47985e+10
15.1,0.01,0.00174348,82.1364,1.4803e+10
15.11,0.01,0.00174357,82.1323,1.48075e+10
15.12,0.01,0.00174365,82.1282,1.48121e+10
15.13,0.01,0.00174374,82.1241,1.48166e+10
15.14,0.01,0.00174383,82.12,1.48211e+10
15.15,0.01,0.00174391,82.1159,1.48257e+10
15.16,0.01,0.001744,82.1118,1.48302e+10
15.17,0.01,0.00174409,82.1077,1.48348e+10
15.18,0.01,0.00174417,82.1036,1.48393e+10
15.19,0.01,0.00174426,82.0995,1.48438e+10
15.2,0.01,0.00174435,82.0954,1.48484e+10
15.21,0.01,0.00174443,82.0913,1.48529e+10
15.22,0.01,0.00174452,82.0872,1.48575e+10
15.23,0.01,0.00174461,82.0831,1.4862e+10
15.24,0.01,0.00174469,82.079,1.48666e+10
15.25,0.01,0.00174478,82.0749,1.48711e+10
15.26,0.01,0.00174486,82.0708,1.48756e+10
15.27,0.01,0.00174495,82.0667,1.48802e+10
15.28,0.01,0.00174504,82.0626,1.48847e+10
15.29,0.01,0.00174512,82.0585,1.48893e+10
15.3,0.01,0.00174521,82.0544,1.48938e+10
15.31,0.01,0.00174529,82.0503,1.48984e+10
15.32,0.01,0.00174538,82.0462,1.49029e+10
15.33,0.01,0.00174546,82.0421,1.49075e+10
15.34,0.01,0.00174555,82.038,1.4912e+10
15.35,0.01,0.00174563,82.0339,1.49166e+10
15.36,0.01,0.00174572,82.0298,1.49211e+10
15.37,0.01,0.0017458,82.0257,1.49257e+10
15.38,0.01,0.00174589,82.0216,1.49302e+10
15.39,0.01,0.00174597,82.0175,1.49348e+10
15.4,0.01,0.00174606,82.0134,1.49394e+10
15.41,0.01,0.00174614,82.0093,1.49439e+10
15.42,0.01,0.00174623,82.0051,1.49485e+10
15.43,0.01,0.00174631,82.001,1.4953e+10
15.44,0.01,0.0017464,81.9969,1.49576e+10
15.45,0.01,0.00174648,81.9928,1.49622e+10
15.46,0.01,0.00174657,81.9887,1.49667e+10
15.47,0.01,0.00174665,81.9846,1.49713e+10
15.48,0.01,0.00174674,81.9805,1.49758e+10
15.49,0.01,0.00174682,81.9764,1.49804e+10
15.5,0.01,0.0017469,81.9723,1.4985e+10
15.51,0.01,0.00174699,81.9682,1.49895e+10
15.52,0.01,0.00174707,81.9641,1.49941e+10
15.53,0.01,0.00174716,81.96,1.49987e+10
15.54,0.01,0.00174724,81.9558,1.50032e+10
15.55,0.01,0.00174732,81.9517,1.50078e+10
15.56,0.01,0.00174741,81.9476,1.50124e+10
15.57,0.01,0.00174749,81.9435,1.50169e+10
15.58,0.01,0.00174757,81.9394,1.50215e+10
15.59,0.01,0.00174766,81.9353,1.50261e+10
15.6,0.01,0.00174774,81.9312,1.50306e+10
15.61,0.01,0.00174782,81.9271,1.50352e+10
15.62,0.01,0.00174791,81.923,1.50398e+10
15.63,0.01,0.00174799,81.9188,1.50444e+10
15.64,0.01,0.00174807,81.9147,1.50489e+10
15.65,0.01,0.00174815,81.9106,1.50535e+10
15.66,0.01,0.00174824,81.9065,1.50581e+10
15.67,0.01,0.00174832,81.9024,1.50627e+10
15.68,0.01,0.0017484,81.8983,1.50672e+10
15.69,0.01,0.00174848,81.8942,1.50718e+10
15.7,0.01,0.00174857,81.8901,1.50764e+10
15.71,0.01,0.00174865,81.8859,1.5081e+10
15.72,0.01,0.00174873,81.8818,1.50856e+10
15.73,0.01,0.00174881,81.8777,1.50901e+10
15.74,0.01,0.0017489,81.8736,1.50947e+10
15.75,0.01,0.00174898,81.8695,1.50993e+10
15.76,0.01,0.00174906,81.8654,1.51039e+10
15.77,0.01,0.00174914,81.8613,1.51085e+10
15.78,0.01,0.00174922,81.8571,1.5113e+10
15.79,0.01,0.0017493,81.853,1.51176e+10
15.8,0.01,0.00174939,81.8489,1.51222e+10
15.81,0.01,0.00174947,81.8448,1.51268e+10
15.82,0.01,0.00174955,81.8407,1.51314e+10
15.83,0.01,0.00174963,81.8366,1.5136e+10
15.84,0.01,0.00174971,81.8325,1.51406e+10
15.85,0.01,0.00174979,81.8283,1.51452e+10
15.86,0.01,0.00174987,81.8242,1.51497e+10
15.87,0.01,0.00174996,81.8201,1.51543e+10
15.88,0.01,0.00175004,81.816,1.51589e+10
15.89,0.01,0.00175012,81.8119,1.51635e+10
15.9,0.01,0.0017502,81.8078,1.51681e+10
15.91,0.01,0.00175028,81.8036,1.51727e+10
15.92,0.01,0.00175036,81.7995,1.51773e+10
15.93,0.01,0.00175044,81.7954,1.51819e+10
15.94,0.01,0.00175052,81.7913,1.51865e+10
15.95,0.01,0.0017506,81.7872,1.51911e+10
15.96,0.01,0.00175068,81.783,1.51957e+10
15.97,0.01,0.00175076,81.7789,1.52003e+10
15.98,0.01,0.00175084,81.7748,1.52049e+10
15.99,0.01,0.00175092,81.7707,1.52095e+10
16,0.01,0.001751,81.7666,1.52141e+10
16.01,0.01,0.00175108,81.7625,1.52187e+10
16.02,0.01,0.00175116,81.7583,1.52233e+10
16.03,0.01,0.00175124,81.7542,1.52279e+10
16.04,0.01,0.00175132,81.7501,1.52325e+10
16.05,0.01,0.0017514,81.746,1.52371e+10
16.06,0.01,0.00175148,81.7419,1.52417e+10
16.07,0.01,0.00175156,81.7377,1.52463e+10
16.08,0.01,0.00175164,81.7336,1.52509e+10
16.09,0.01,0.00175172,81.7295,1.52555e+10
16.1,0.01,0.0017518,81.7254,1.52601e+10
16.11,0.01,0.00175187,81.7213,1.52647e+10
16.12,0.01,0.00175195,81.7171,1.52693e+10
16.13,0.01,0.00175203,81.713,1.5274e+10
16.14,0.01,0.00175211,81.7089,1.52786e+10
16.15,0.01,0.00175219,81.7048,1.52832e+10
16.16,0.01,0.00175227,81.7007,1.52878e+10
16.17,0.01,0.00175235,81.6965,1.52924e+10
16.18,0.01,0.00175242,81.6924,1.5297e+10
16.19,0.01,0.0017525,81.6883,1.53016e+10
16.2,0.01,0.00175258,81.6842,1.53062e+10
16.21,0.01,0.00175266,81.68,1.53109e+10
16.22,0.01,0.00175274,81.6759,1.53155e+10
16.23,0.01,0.00175282,81.6718,1.53201e+10
16.24,0.01,0.00175289,81.6677,1.53247e+10
16.25,0.01,0.00175297,81.6636,1.53293e+10
16.26,0.01,0.00175305,81.6594,1.53339e+10
16.27,0.01,0.00175313,81.6553,1.53386e+10
16.28,0.01,0.0017532,81.6512,1.53432e+10
16.29,0.01,0.00175328,81.6471,1.53478e+10
16.3,0.01,0.00175336,81.6429,1.53524e+10
16.31,0.01,0.00175344,81.6388,1.5357e+10
16.32,0.01,0.00175351,81.6347,1.53617e+10
16.33,0.01,0.00175359,81.6306,1.53663e+10
16.34,0.01,0.00175367,81.6265,1.53709e+10
16.35,0.01,0.00175375,81.6223,1.53755e+10
16.36,0.01,0.00175382,81.6182,1.53802e+10
16.37,0.01,0.0017539,81.6141,1.53848e+10
16.38,0.01,0.00175398,81.61,1.53894e+10
16.39,0.01,0.00175405,81.6058,1.5394e+10
16.4,0.01,0.00175413,81.6017,1.53987e+10
16.41,0.01,0.00175421,81.5976,1.54033e+10
16.42,0.01,0.00175428,81.5935,1.54079e+10
16.43,0.01,0.00175436,81.5893,1.54126e+10
16.44,0.01,0.00175443,81.5852,1.54172e+10
16.45,0.01,0.00175451,81.5811,1.54218e+10
16.46,0.01,0.00175459,81.577,1.54265e+10
16.47,0.01,0.00175466,81.5728,1.54311e+10
16.48,0.01,0.00175474,81.5687,1.54357e+10
16.49,0.01,0.00175482,81.5646,1.54404e+10
16.5,0.01,0.00175489,81.5605,1.5445e+10
16.51,0.01,0.00175497,81.5563,1.54496e+10
16.52,0.01,0.00175504,81.5522,1.54543e+10
16.53,0.01,0.00175512,81.5481,1.54589e+10
16.54,0.01,0.00175519,81.544,1.54635e+10
16.55,0.01,0.00175527,81.5398,1.54682e+10
16.56,0.01,0.00175534,81.5357,1.54728e+10
16.57,0.01,0.00175542,81.5316,1.54775e+10
16.58,0.01,0.00175549,81.5275,1.54821e+10
16.59,0.01,0.00175557,81.5233,1.54867e+10
16.6,0.01,0.00175564,81.5192,1.54914e+10
16.61,0.01,0.00175572,81.5151,1.5496e+10
16.62,0.01,0.00175579,81.511,1.55007e+10
16.63,0.01,0.00175587,81.5068,1.55053e+10
16.64,0.01,0.00175594,81.5027,1.551e+10
16.65,0.01,0.00175602,81.4986,1.55146e+10
16.66,0.01,0.00175609,81.4945,1.55193e+10
16.67,0.01,0.00175617,81.4903,1.55239e+10
16.68,0.01,0.00175624,81.4862,1.55285e+10
16.69,0.01,0.00175631,81.4821,1.55332e+10
16.7,0.01,0.00175639,81.4779,1.55378e+10
16.71,0.01,0.00175646,81.4738,1.55425e+10
16.72,0.01,0.00175654,81.4697,1.55471e+10
16.73,0.01,0.00175661,81.4656,1.55518e+10
16.74,0.01,0.00175668,81.4614,1.55564e+10
16.75,0.01,0.00175676,81.4573,1.55611e+10
16.76,0.01,0.00175683,81.4532,1.55658e+10
